vehicle_type,service_type,vehicle_age,kilometers_driven,fuel_type,engine_type,previous_services,actual_cost
Car,Repair,9,78857,Petrol,Manual,14,15200
Electric Bike,Major,3,23175,EV,Automatic,4,1620
Bike,General,4,26645,Petrol,Manual,7,970
SUV,General,1,22180,Petrol,Automatic,1,8060
Scooty,General,9,56812,Petrol,Automatic,11,870
Car,Major,5,50426,Petrol,Manual,6,13400
Scooty,Major,5,37206,Petrol,Automatic,7,1840
SUV,Repair,10,194186,Diesel,Manual,12,39840
Car,Repair,7,97796,Diesel,Manual,13,14550
Car,General,10,97084,Diesel,Automatic,19,5780
Scooty,General,3,13557,Petrol,Automatic,5,490
Scooty,General,8,54163,Petrol,Automatic,12,580
SUV,General,5,76737,Diesel,Manual,9,9770
Electric Bike,General,3,16924,EV,Automatic,4,660
Electric Bike,General,2,15253,EV,Automatic,2,750
SUV,General,3,60586,Diesel,Manual,4,9010
Electric Bike,Major,2,15747,EV,Automatic,3,1990
SUV,Repair,6,90396,Diesel,Automatic,11,31910
Bike,Repair,3,17663,Petrol,Manual,5,2680
Electric Bike,General,3,19101,EV,Automatic,5,740
Bike,Major,5,24835,Petrol,Automatic,9,2020
Scooty,Major,4,26338,Petrol,Automatic,6,1200
Car,General,6,65053,EV,Automatic,7,3800
Car,General,2,26439,Diesel,Automatic,2,6280
Car,General,11,158002,Diesel,Manual,20,5400
Car,Major,5,61506,Diesel,Automatic,8,14930
Car,Major,11,158047,Diesel,Automatic,19,17390
Bike,General,6,49390,Petrol,Manual,10,1330
Car,Major,6,86441,Hybrid,Manual,7,11210
Bike,General,8,43246,Petrol,Manual,15,920
Scooty,General,9,53085,Petrol,Automatic,17,990
Car,Repair,2,27226,Petrol,Automatic,3,12770
Car,General,5,69690,Diesel,Manual,6,4590
Car,Repair,3,46229,Petrol,Manual,5,11440
Car,General,2,22857,Petrol,Automatic,2,5810
Car,General,8,117255,Diesel,Manual,12,6120
Car,Repair,4,38946,Petrol,Automatic,7,12000
Car,Major,14,216434,EV,Automatic,24,11270
SUV,General,12,218679,Hybrid,Automatic,15,9790
Car,General,9,88786,Diesel,Automatic,17,8010
Scooty,Major,7,47453,Petrol,Automatic,11,2550
Car,Major,4,44261,EV,Automatic,7,8380
Electric Scooter,General,2,16791,EV,Automatic,2,760
Car,General,11,111659,Diesel,Manual,19,6500
Car,Repair,7,56926,Petrol,Manual,12,11850
Bike,General,5,31250,Petrol,Manual,9,990
Scooty,Major,2,15397,Petrol,Automatic,3,2200
Car,General,9,77359,Petrol,Automatic,12,6010
Car,General,10,146353,Diesel,Manual,15,7320
Bike,General,3,19254,Petrol,Manual,4,650
Bike,Repair,4,40416,Petrol,Manual,6,3340
Car,Major,10,153670,Hybrid,Manual,13,13500
Car,General,3,42660,Petrol,Automatic,5,4730
Bike,General,9,69451,Petrol,Manual,15,760
SUV,General,3,41132,Diesel,Manual,4,9940
Bike,Major,3,19486,Petrol,Manual,5,1870
Scooty,General,5,38835,Petrol,Automatic,6,790
Car,Major,7,81285,Diesel,Manual,10,16880
Electric Scooter,Major,0,1256,EV,Automatic,0,1220
Car,General,5,56136,Petrol,Automatic,7,4500
Electric Scooter,Repair,4,30178,EV,Automatic,5,1530
Car,General,9,140726,Petrol,Manual,14,4810
Bike,Major,5,30075,Petrol,Manual,9,2880
Electric Scooter,Major,3,22965,EV,Automatic,5,1950
Scooty,General,8,57873,Petrol,Automatic,13,930
Bike,General,5,27596,Petrol,Manual,9,1260
SUV,Repair,1,13117,Diesel,Automatic,1,18160
Electric Bike,General,1,6520,EV,Automatic,1,640
Scooty,Major,2,12369,Petrol,Automatic,3,1970
Car,Major,1,12981,Petrol,Manual,1,9160
Car,General,6,59871,Diesel,Manual,9,4560
SUV,General,10,174641,Diesel,Automatic,14,9990
Car,General,11,156777,Petrol,Automatic,14,7050
Scooty,General,9,54971,Petrol,Automatic,16,590
Car,General,12,157009,Petrol,Manual,19,4420
Car,General,1,12343,Petrol,Manual,1,4630
SUV,General,4,39917,Petrol,Manual,7,7910
Bike,General,0,500,Petrol,Manual,0,550
Scooty,Major,3,24425,Petrol,Automatic,3,1950
Car,Repair,4,35455,Petrol,Manual,5,9950
Car,Repair,6,96369,Petrol,Automatic,10,20110
SUV,General,9,97803,Diesel,Automatic,17,7650
Scooty,General,7,42931,Petrol,Automatic,11,630
Car,Repair,5,62653,EV,Automatic,8,13860
SUV,General,3,54390,Petrol,Automatic,4,8130
Car,General,11,166755,Petrol,Manual,16,5520
Electric Bike,Major,3,18198,EV,Automatic,3,1400
Car,Major,4,34959,Hybrid,Automatic,6,13000
Car,Major,7,57976,Petrol,Manual,10,10700
SUV,General,5,81436,EV,Automatic,7,7660
SUV,General,7,112856,Diesel,Automatic,11,9920
SUV,Major,5,91401,Hybrid,Automatic,8,20900
SUV,General,4,39713,EV,Automatic,4,6270
Car,Major,14,203837,Petrol,Manual,17,20710
SUV,Repair,11,214772,Diesel,Automatic,18,48090
Car,General,11,144074,Petrol,Manual,14,3900
Electric Bike,General,4,27913,EV,Automatic,7,660
Electric Scooter,General,1,6490,EV,Automatic,1,720
Electric Bike,General,0,500,EV,Automatic,0,550
SUV,General,7,87664,Petrol,Manual,13,5700
SUV,General,8,145960,Petrol,Automatic,14,9140
Scooty,General,10,51294,Petrol,Automatic,16,560
SUV,General,4,67451,Diesel,Manual,5,7370
SUV,Major,7,78241,Petrol,Automatic,13,24740
Car,Major,4,63653,Petrol,Automatic,5,12260
Bike,Major,4,19464,Petrol,Manual,5,2580
Car,General,5,76943,Petrol,Manual,8,5110
Bike,General,3,27009,Petrol,Manual,4,890
Car,Repair,6,77393,Diesel,Manual,8,13510
Scooty,General,2,12202,Petrol,Automatic,2,610
Scooty,General,5,39105,Petrol,Automatic,8,530
Car,Major,6,77944,Petrol,Manual,8,9700
Car,General,6,60094,Petrol,Manual,10,4970
SUV,General,3,53691,Petrol,Automatic,5,6720
Car,Major,12,166469,Diesel,Automatic,18,18360
Car,General,10,122378,Diesel,Manual,12,6410
SUV,Major,3,44117,Diesel,Automatic,5,27290
Bike,General,5,37199,Petrol,Manual,7,810
Scooty,General,5,29219,Petrol,Automatic,7,960
Bike,General,4,34845,Petrol,Manual,6,1150
Electric Bike,General,0,500,EV,Automatic,0,470
SUV,Major,7,111165,Petrol,Automatic,9,23320
SUV,General,3,49130,Petrol,Manual,5,6180
Car,Major,1,12695,Diesel,Automatic,1,15490
Car,General,12,116940,Petrol,Manual,16,4010
Bike,General,9,85039,Petrol,Manual,16,910
Car,General,1,9491,Petrol,Manual,1,4440
SUV,Major,5,66546,Diesel,Manual,9,19460
Scooty,General,3,22762,Petrol,Automatic,5,650
Car,General,12,97992,Petrol,Automatic,20,5040
SUV,General,6,91118,Hybrid,Manual,7,7870
Car,General,11,138312,Diesel,Manual,19,7190
SUV,Major,6,77939,Hybrid,Manual,8,16960
Car,Major,6,54815,EV,Automatic,11,10720
Car,General,4,51812,Diesel,Manual,6,6380
Car,Major,4,44277,Diesel,Automatic,7,19750
Scooty,General,7,36678,Petrol,Automatic,10,930
Car,Repair,9,95666,Petrol,Automatic,12,16600
SUV,General,4,58504,Diesel,Manual,7,10770
Car,General,1,7358,Petrol,Manual,1,3260
Car,General,2,26764,Diesel,Automatic,3,5380
Bike,Major,4,25568,Petrol,Manual,5,1620
Scooty,Repair,4,20600,Petrol,Automatic,7,2020
SUV,General,2,35083,Diesel,Manual,3,10330
SUV,Major,4,75296,Hybrid,Manual,6,15420
Scooty,Major,3,24834,Petrol,Automatic,5,1650
SUV,Repair,2,30011,Diesel,Manual,2,14970
Car,Major,2,27595,Diesel,Manual,2,13050
Bike,General,11,75314,Petrol,Manual,14,1260
SUV,General,7,127192,Diesel,Manual,13,10550
Car,General,7,92546,Petrol,Automatic,12,6120
Scooty,Repair,7,36231,Petrol,Automatic,13,1880
Electric Scooter,General,3,24036,EV,Automatic,3,840
Electric Scooter,General,1,4636,EV,Automatic,1,750
Bike,Major,4,32962,Petrol,Manual,7,2120
Scooty,General,3,18830,Petrol,Automatic,4,560
SUV,Repair,5,86488,Diesel,Manual,7,20930
Bike,Major,9,52454,Petrol,Manual,16,2870
Car,Major,4,47860,Petrol,Automatic,6,12630
SUV,Repair,5,90339,Petrol,Automatic,9,23660
Car,General,7,99531,Petrol,Automatic,11,4990
SUV,General,8,110655,Hybrid,Automatic,14,10340
Electric Bike,General,2,12231,EV,Automatic,3,780
Bike,Major,1,6581,Petrol,Manual,1,2740
Bike,Major,12,77083,Petrol,Manual,21,3330
Car,General,12,189427,Petrol,Manual,18,4000
Bike,General,9,62665,Petrol,Manual,11,1360
Scooty,General,10,71561,Petrol,Automatic,14,720
Scooty,Major,13,104030,Petrol,Automatic,21,2310
Car,General,5,50395,Petrol,Manual,7,5240
SUV,Major,7,114964,Petrol,Automatic,11,26560
Car,General,8,76841,Diesel,Manual,14,5900
SUV,Repair,6,110248,Diesel,Manual,10,32110
Bike,General,0,1544,Petrol,Automatic,0,550
Car,General,12,139664,Petrol,Automatic,21,5600
SUV,General,4,69529,Petrol,Manual,7,8200
SUV,Major,3,48557,Petrol,Manual,4,17580
Bike,General,3,24658,Petrol,Manual,5,1160
SUV,Major,4,49787,Hybrid,Automatic,5,28430
Electric Scooter,General,3,20685,EV,Automatic,5,530
Car,Major,11,162097,Petrol,Automatic,18,19340
Scooty,Major,8,38010,Petrol,Automatic,10,2060
Car,General,10,98861,Petrol,Automatic,15,5300
Car,Major,12,184023,Petrol,Manual,16,19260
SUV,General,3,36667,Hybrid,Manual,3,7090
Scooty,General,5,28058,Petrol,Automatic,9,510
SUV,Major,5,70682,Petrol,Automatic,7,16080
Car,Major,10,96251,Petrol,Automatic,13,16350
Car,Major,5,50101,Petrol,Automatic,9,10950
SUV,Major,2,43943,Diesel,Automatic,3,26500
Car,General,8,92041,Petrol,Automatic,15,5080
SUV,Major,2,22755,Diesel,Manual,3,17430
Scooty,Major,7,39762,Petrol,Automatic,13,1860
Car,Major,10,98696,Diesel,Manual,14,18270
Car,General,7,76199,Petrol,Manual,10,4320
Bike,General,7,63559,Petrol,Manual,11,1210
Car,Major,5,48828,EV,Automatic,6,11890
Scooty,General,10,51530,Petrol,Automatic,18,940
Bike,General,7,63750,Petrol,Manual,10,610
Bike,Repair,4,33097,Petrol,Manual,5,2380
Car,General,2,20839,Diesel,Manual,3,4360
SUV,Major,5,79542,Petrol,Manual,7,14580
SUV,General,7,112006,Diesel,Manual,9,11220
Electric Bike,General,1,8149,EV,Automatic,1,580
Scooty,General,13,64679,Petrol,Automatic,17,960
Scooty,General,4,19714,Petrol,Automatic,6,620
Car,General,5,76826,Diesel,Automatic,8,5900
Car,General,1,10510,Diesel,Manual,1,4610
SUV,Major,6,97509,Diesel,Automatic,10,27420
Electric Bike,General,2,12442,EV,Automatic,2,450
Car,Major,6,76828,Petrol,Manual,10,14680
SUV,General,8,128623,Diesel,Automatic,14,8460
Car,General,1,9151,Diesel,Automatic,1,6080
Car,General,4,45006,Petrol,Automatic,7,3670
Car,General,10,108107,EV,Automatic,13,4350
SUV,General,1,20313,Petrol,Manual,1,6560
Car,General,11,148155,Petrol,Manual,16,5160
Bike,General,3,23804,Petrol,Manual,4,580
Car,Major,10,134478,Petrol,Automatic,15,14230
Electric Scooter,General,2,12218,EV,Automatic,3,530
Car,General,4,41756,Hybrid,Automatic,7,5710
Car,Major,13,120188,Petrol,Manual,16,17900
Car,Major,2,30058,Diesel,Automatic,2,13490
SUV,General,7,123594,Diesel,Automatic,11,10900
Bike,General,10,81331,Petrol,Manual,13,920
Bike,Major,5,37278,Petrol,Manual,7,3490
Car,Repair,7,115819,Diesel,Automatic,13,26520
Bike,General,3,26236,Petrol,Manual,4,600
Bike,Repair,3,27764,Petrol,Automatic,3,2280
Car,Major,0,2217,EV,Automatic,0,7890
Scooty,Major,4,22058,Petrol,Automatic,6,1960
Car,General,9,89744,Petrol,Manual,14,4600
Bike,Major,8,64603,Petrol,Manual,15,2450
Scooty,General,5,26812,Petrol,Automatic,9,850
Bike,Major,7,59334,Petrol,Manual,9,3010
Car,General,4,44490,Petrol,Manual,6,3620
Scooty,Major,4,23778,Petrol,Automatic,5,1210
Car,General,8,88391,Petrol,Automatic,14,7060
Bike,General,3,22364,Petrol,Manual,5,800
Bike,Major,4,35782,Petrol,Manual,4,2370
SUV,General,5,89285,Petrol,Automatic,8,6490
Bike,General,3,27252,Petrol,Manual,5,870
Electric Bike,Major,1,6944,EV,Automatic,1,1840
SUV,Major,7,136804,Hybrid,Automatic,11,24850
Car,Major,4,33289,Petrol,Manual,5,12710
Electric Scooter,General,2,15190,EV,Automatic,2,560
Scooty,Major,3,18564,Petrol,Automatic,5,1340
Electric Scooter,Major,0,500,EV,Automatic,0,1630
Bike,General,7,36448,Petrol,Manual,9,660
SUV,General,9,172720,Diesel,Automatic,12,9920
SUV,General,11,133139,EV,Automatic,15,5920
SUV,General,10,136857,Petrol,Automatic,13,7370
Car,General,5,48090,Petrol,Manual,8,3600
Car,Repair,6,65461,Petrol,Automatic,7,13810
SUV,Repair,6,120270,Petrol,Manual,7,25060
Car,Repair,14,207949,Diesel,Manual,21,35880
SUV,General,10,138466,Diesel,Automatic,16,11340
Car,General,10,137672,Diesel,Manual,19,6460
Car,Major,9,118907,Petrol,Manual,14,14810
SUV,Repair,0,1000,Diesel,Manual,0,19150
Car,General,9,115890,Diesel,Manual,16,7460
Bike,General,7,62942,Petrol,Manual,10,830
Car,Repair,6,65049,Hybrid,Manual,10,13410
Car,General,2,23200,Diesel,Automatic,3,7190
Car,General,12,192653,EV,Automatic,18,5420
Scooty,Major,4,18970,Petrol,Automatic,7,2390
Bike,General,4,31276,Petrol,Manual,7,720
SUV,Major,3,43024,Diesel,Manual,4,24930
Car,Major,7,74598,Diesel,Automatic,11,13080
Car,Repair,2,21005,Diesel,Manual,3,12590
Bike,General,8,61650,Petrol,Manual,13,1030
Bike,Major,2,11894,Petrol,Manual,3,2510
Electric Scooter,Major,1,6793,EV,Automatic,1,1080
Car,General,12,118092,Petrol,Manual,15,5760
Car,General,2,29153,Petrol,Manual,3,3370
Car,General,6,79316,Petrol,Manual,10,5140
Scooty,General,11,64500,Petrol,Automatic,13,740
SUV,Repair,9,137413,Diesel,Automatic,16,47900
Car,General,7,84854,Hybrid,Automatic,13,6610
Bike,General,1,6716,Petrol,Manual,1,750
SUV,Major,7,103052,Petrol,Manual,12,24750
Car,General,11,140417,Diesel,Manual,14,4850
Car,General,6,57377,Diesel,Automatic,10,6590
Bike,Repair,8,63769,Petrol,Manual,12,4210
Electric Scooter,Major,2,14555,EV,Automatic,2,1410
Car,Repair,6,81652,Petrol,Manual,7,17230
Bike,General,2,17886,Petrol,Manual,3,770
Car,General,1,9028,Hybrid,Manual,1,3610
Bike,Major,4,40287,Petrol,Manual,5,2920
SUV,General,12,183204,Diesel,Manual,21,10890
Car,Major,8,101774,Petrol,Automatic,12,13310
SUV,Major,3,40281,Diesel,Automatic,4,25530
SUV,Repair,6,77104,Diesel,Automatic,11,37030
Bike,General,6,47948,Petrol,Manual,9,1070
Car,Major,6,58787,Petrol,Automatic,11,14300
Bike,General,6,45627,Petrol,Manual,7,730
Electric Scooter,Major,1,5807,EV,Automatic,1,1240
Bike,Major,11,87698,Petrol,Manual,16,3030
Electric Scooter,Major,3,20862,EV,Automatic,5,1510
SUV,Repair,13,176893,Hybrid,Automatic,17,61440
Scooty,General,7,54153,Petrol,Automatic,13,760
Scooty,Major,8,54275,Petrol,Automatic,15,2740
Bike,General,5,47503,Petrol,Manual,7,1110
Car,General,2,18926,Petrol,Automatic,3,4210
SUV,General,3,60919,Diesel,Automatic,4,8900
SUV,Major,4,51287,Diesel,Automatic,6,24990
Electric Scooter,General,1,5736,EV,Automatic,1,580
Bike,General,10,77199,Petrol,Manual,19,1130
Electric Bike,Major,4,36228,EV,Automatic,6,2190
SUV,Repair,7,121772,Petrol,Manual,11,28230
Bike,General,12,71279,Petrol,Manual,17,1200
SUV,General,12,235157,Hybrid,Automatic,19,9850
Bike,General,10,63811,Petrol,Manual,13,950
Car,General,3,47572,Diesel,Manual,4,4280
Car,General,8,120729,Petrol,Automatic,11,6370
Car,Repair,6,62135,Hybrid,Automatic,8,18960
SUV,General,3,45607,Diesel,Automatic,4,10930
Car,General,8,80425,Petrol,Manual,15,4320
Bike,General,9,57151,Petrol,Automatic,14,880
Scooty,General,7,37276,Petrol,Automatic,11,530
SUV,Major,3,41296,Petrol,Manual,5,17970
Car,Major,5,56332,Diesel,Manual,6,14820
SUV,General,7,91521,Diesel,Automatic,13,9460
Car,Repair,13,204009,Diesel,Automatic,23,36350
Scooty,General,6,40939,Petrol,Automatic,11,650
SUV,Major,2,33802,Diesel,Automatic,3,17220
Electric Scooter,General,3,12852,EV,Automatic,4,570
Car,General,5,65840,Petrol,Manual,8,5220
Car,General,3,40701,Petrol,Manual,4,5170
Scooty,Repair,3,19070,Petrol,Automatic,5,1740
Bike,General,3,24028,Petrol,Manual,5,1000
Car,General,13,171769,EV,Automatic,25,4600
Car,General,6,56298,Petrol,Automatic,7,5830
Car,General,2,27190,Petrol,Automatic,2,4640
Car,General,8,68793,Diesel,Automatic,14,4230
Bike,Repair,7,42517,Petrol,Automatic,11,3250
SUV,General,14,212550,Diesel,Manual,25,13200
Scooty,Major,9,73400,Petrol,Automatic,15,1620
Car,General,5,82615,Petrol,Manual,7,3780
Car,Major,5,75136,Petrol,Manual,9,9470
Bike,General,2,14517,Petrol,Manual,3,540
SUV,Repair,7,95496,Diesel,Manual,13,33460
Bike,General,1,9505,Petrol,Manual,1,750
SUV,Major,6,85280,EV,Automatic,10,18260
Scooty,Major,5,39241,Petrol,Automatic,9,1360
Electric Scooter,Repair,4,26079,EV,Automatic,6,2070
Electric Scooter,Major,4,16818,EV,Automatic,7,2080
Bike,General,3,30403,Petrol,Manual,4,1130
Car,General,7,69114,Diesel,Manual,12,6700
Bike,General,9,43960,Petrol,Automatic,16,900
SUV,General,9,171121,Petrol,Manual,10,6380
SUV,Major,5,69955,Petrol,Automatic,9,21570
SUV,General,1,19470,Petrol,Manual,1,5570
SUV,Major,8,123582,Diesel,Manual,13,23240
Scooty,General,7,55608,Petrol,Automatic,13,920
Scooty,General,10,79687,Petrol,Automatic,14,620
Bike,Repair,3,24703,Petrol,Manual,5,2810
SUV,General,7,81264,Diesel,Manual,10,9230
SUV,General,4,80816,Diesel,Manual,5,8510
Scooty,General,4,24718,Petrol,Automatic,7,520
SUV,Major,1,13726,Diesel,Automatic,1,21460
Bike,Repair,4,28902,Petrol,Manual,5,2320
Scooty,Major,4,21074,Petrol,Automatic,5,1480
Bike,Major,6,55689,Petrol,Manual,10,3370
SUV,Major,11,143515,Diesel,Automatic,16,25980
Scooty,Repair,6,46814,Petrol,Automatic,7,2060
Car,General,7,109995,Diesel,Manual,11,7170
Car,Major,7,100344,Diesel,Automatic,11,20160
Car,Major,12,102408,Petrol,Manual,15,16930
SUV,General,6,77673,Petrol,Manual,9,8080
Bike,Repair,8,58516,Petrol,Manual,15,3240
Bike,General,2,12748,Petrol,Manual,2,910
SUV,General,7,102440,Petrol,Manual,10,8370
Car,General,2,20418,Petrol,Manual,3,5130
Electric Bike,General,2,10251,EV,Automatic,3,690
Bike,General,12,117841,Petrol,Manual,22,720
Car,Major,2,31818,Petrol,Automatic,3,12060
Car,Repair,2,33663,Petrol,Manual,2,8680
Bike,General,5,39587,Petrol,Manual,7,660
Bike,General,7,42164,Petrol,Manual,12,700
SUV,General,5,98858,Diesel,Automatic,9,7810
SUV,Major,4,74699,Diesel,Manual,5,21450
Car,General,10,159868,Petrol,Automatic,12,4930
Car,General,9,103759,Petrol,Automatic,14,6650
Car,General,6,75567,Petrol,Automatic,11,4890
Electric Bike,General,4,36627,EV,Automatic,5,670
Car,General,2,20659,EV,Automatic,2,3290
Car,General,8,86247,Petrol,Manual,11,4630
SUV,General,7,77156,Petrol,Manual,12,9580
Car,General,8,91493,Petrol,Manual,12,4610
Scooty,Major,9,53195,Petrol,Automatic,15,2180
Bike,General,0,2070,Petrol,Manual,0,1200
Bike,General,14,123992,Petrol,Manual,25,700
Bike,Repair,6,31364,Petrol,Manual,10,3470
SUV,Major,8,132645,Petrol,Manual,13,20300
Electric Scooter,General,1,8623,EV,Automatic,1,760
Car,Major,5,49535,EV,Automatic,9,7620
Car,Major,12,140710,Petrol,Manual,16,16350
Electric Bike,General,2,12641,EV,Automatic,3,500
SUV,General,4,76867,Diesel,Manual,5,6470
Electric Scooter,General,2,14102,EV,Automatic,3,570
SUV,General,7,77476,EV,Automatic,13,5020
Car,Repair,3,41866,Diesel,Manual,4,12010
SUV,Repair,8,99621,Petrol,Manual,11,29480
SUV,General,8,87565,EV,Automatic,10,6570
Car,Major,4,44250,Diesel,Automatic,5,20470
SUV,Repair,8,99149,Diesel,Automatic,10,32240
Car,Major,8,93363,Petrol,Manual,9,12120
SUV,Repair,2,31058,Petrol,Manual,3,19520
Bike,Major,4,27302,Petrol,Automatic,6,3100
Car,Major,5,47281,Petrol,Automatic,8,14160
Car,General,4,41298,Petrol,Manual,7,5160
Car,General,12,170703,Diesel,Manual,17,7250
SUV,Major,3,31562,Hybrid,Manual,5,20450
Car,Repair,15,200273,EV,Automatic,25,18300
Car,Repair,11,97690,Petrol,Manual,18,18710
Car,Major,7,92118,Petrol,Automatic,13,12170
Car,Major,7,112340,Petrol,Manual,12,11570
Car,Major,5,71812,Petrol,Manual,6,14470
Bike,General,3,28038,Petrol,Automatic,4,550
Car,Repair,3,28996,Petrol,Automatic,5,14940
Electric Scooter,General,1,7940,EV,Automatic,1,600
Car,General,7,94496,Petrol,Manual,11,5150
Car,Major,6,55166,Petrol,Manual,8,11100
Car,General,5,63396,Diesel,Manual,8,5750
Car,General,13,181465,Petrol,Automatic,24,5070
Car,General,10,141590,EV,Automatic,12,3610
Electric Bike,Repair,2,16882,EV,Automatic,2,1280
Car,General,3,44042,Diesel,Automatic,4,6400
Car,General,4,61020,Petrol,Manual,7,3740
SUV,General,10,122792,Petrol,Manual,14,6400
Electric Bike,General,4,25169,EV,Automatic,5,900
Bike,General,3,26885,Petrol,Manual,5,950
SUV,Repair,8,100015,Diesel,Automatic,11,38890
Car,General,8,90786,Diesel,Automatic,15,5120
SUV,Major,5,99038,Petrol,Automatic,8,20240
Bike,General,4,24874,Petrol,Manual,5,730
Scooty,Major,3,17072,Petrol,Automatic,4,2310
Bike,Major,3,19672,Petrol,Manual,4,2050
Car,Major,3,22474,Diesel,Manual,4,10740
SUV,General,5,60229,Diesel,Automatic,8,10240
Electric Bike,Major,1,7073,EV,Automatic,1,1240
SUV,General,3,36926,Petrol,Manual,3,6860
Car,General,3,29985,Petrol,Manual,4,4870
Car,Major,6,93613,Petrol,Automatic,11,17080
Car,General,7,110301,Petrol,Automatic,13,3840
Scooty,General,8,39007,Petrol,Automatic,13,800
Car,Repair,9,119066,EV,Automatic,15,16270
Scooty,Repair,12,73304,Petrol,Automatic,14,4520
Bike,General,5,36770,Petrol,Manual,7,770
Car,Major,2,22575,Diesel,Manual,3,9390
SUV,General,5,59396,Petrol,Manual,7,5170
SUV,General,5,67460,Hybrid,Manual,7,7570
SUV,Repair,2,18628,Diesel,Automatic,3,25800
Car,General,7,54808,Petrol,Automatic,12,7100
Car,Major,1,7301,Petrol,Manual,1,10030
Car,General,12,134050,Hybrid,Manual,23,5000
SUV,Repair,6,59667,Hybrid,Manual,11,30620
Car,General,8,118216,Petrol,Manual,14,3750
Car,Major,4,57439,Diesel,Automatic,4,14400
Electric Bike,General,4,25105,EV,Automatic,5,520
SUV,General,4,68333,Diesel,Automatic,5,7900
SUV,Major,3,63994,Petrol,Automatic,5,19270
Electric Bike,General,0,1685,EV,Automatic,0,640
Car,General,2,21259,Hybrid,Automatic,2,6440
